triagram,frequency
चीफ,156
राय,263
हनन,6
कही,179
बंद,532
रोक,248
रुख,112
गृह,355
पूल,7
मार,292
बार,1872
मैच,181
फैन,76
सपा,182
दुख,76
महज,170
मूड,43
रूल,10
अंत,105
ऊपर,197
रखे,62
लगे,323
पहल,50
दौर,151
आती,188
संग,155
गिल,30
वही,138
हो.,228
बैग,57
नगर,235
असम,183
बचा,69
बगल,23
हाथ,399
लें,41
चीन,535
कहर,51
तेज,271
आए.,150
ली.,234
ऐसी,473
जेट,47
अजय,143
एयर,97
जूझ,41
दिल,214
असर,219
डा.,4
बिल,121
बजट,291
बिग,270
हां,33
ढाई,41
पोल,115
खोल,65
यूं,60
वोट,454
सभा,136
पाए,122
राज,205
पुल,65
आना,90
सास,31
पति,297
याद,186
दाम,72
चाह,28
फुल,11
बुक,70
उसी,277
लेह,6
बेस,48
तभी,196
यही,426
झील,11
उलट,22
लाभ,108
अहम,331
माफ,52
किस,184
लूट,108
नीम,8
आता,167
लील,1
जमा,148
फंस,35
शाह,539
वहम,2
सोच,121
लाल,177
खुल,55
अटल,77
कौन,248
का.,49
सफल,152
दशक,110
जगन,15
समझ,149
धवन,57
पाल,41
भरा,59
ताल,7
ठोक,7
बसा,12
गलत,264
तंज,47
गीत,28
बाग,121
चुप,33
जाम,54
कभी,451
रुक,28
कतई,20
खेल,193
नाश,4
हाई,213
गली,41
बसु,11
लकर,3
शूट,84
फीस,35
कैफ,64
आदि,54
हरी,37
मान,72
भले,132
नशे,65
लाए,30
डोर,9
यौन,144
फेज,24
बजे,442
रूम,67
फोन,449
शहर,258
गयी,59
घुस,35
सिर,128
चोट,100
छीन,27
बहस,123
रहम,6
भीख,7
खूब,176
जमक,1
यदि,162
करा,144
नोट,191
रकम,104
लाई,30
देर,312
दबी,6
होम,101
हेड,48
भी.,45
मेक,10
सके,56
कौर,42
रखा,407
सेल,105
दूत,12
नरम,17
रूख,21
संघ,166
सात,199
अंग,13
झूठ,46
मीम,6
रोड,145
अणे,4
बहन,158
भाव,55
गले,74
शेख,54
बिन,11
अबे,2
एबट,1
मगर,223
घटी,15
मची,23
नही,68
पाई,141
कदर,38
ढेर,80
कमर,24
गाज,10
हार,176
मूल,84
आधी,41
दंग,20
नाक,19
थीं,104
तान,5
पलट,23
कैद,67
तैश,2
लात,8
मचा,76
बेल,23
चले,121
गिर,79
टूट,68
के.,35
लाश,164
फैल,56
होश,42
डील,84
हवा,73
छपे,7
लेख,35
छूट,78
वैध,19
मंच,132
हटा,74
नगा,15
गुट,50
सबब,16
रु.,60
सका,29
रनर,3
कैश,88
विज,14
लला,5
छुआ,4
मां,429
रोज,117
सुन,34
समर,7
पाक,103
उदय,21
रौब,3
चली,126
जरा,27
कलम,33
लिख,37
पेन,7
हों,65
आदत,38
कान,43
खोज,31
रंग,148
गये,60
उठा,127
पैर,70
पर.,20
भूल,64
भरी,68
भून,14
उठे,23
आउट,62
खफा,19
तीस,22
सवल,1
हटी,3
सैफ,78
फनी,28
जाट,88
घोष,19
एंड,143
गेम,51
मुझ,18
तुम,73
घोर,16
वैन,58
सैर,12
टूर,18
शौक,25
किम,88
आबे,16
रैम,42
असल,56
जूम,4
रुप,16
बटन,21
हवस,31
दहन,2
.इस,2
एस.,13
लौट,83
बजा,12
थैक,1
आते,219
गठन,97
चीज,79
आलम,47
बीस,27
से.,26
नें,16
टाल,28
सईद,136
सता,4
एके,20
जिद,11
शनि,31
हौज,9
बैठ,39
धुत,16
उतर,61
बदल,186
तलब,19
सटे,69
बुआ,10
तरस,12
धूल,25
लोक,64
सबक,35
चुन,17
फील,8
कटा,11
घूम,21
पाठ,17
अदब,5
हसन,12
कवि,20
गजल,14
थाह,2
परे,10
है।,38
दुआ,14
सरल,6
सार,3
उमस,7
भरे,54
माई,25
माय,8
रमन,28
राव,86
भंग,17
जोर,119
जहर,47
खाए,7
आधा,55
साख,17
दाग,21
माल,31
लैब,18
लेड,1
को.,15
नकद,6
घिर,11
धान,3
बीज,13
सीड,3
काल,22
डाल,98
कूद,21
झलक,32
ढोल,3
शोर,44
डेट,73
दास,112
बाई,26
नईम,7
सफर,100
भार,6
पुर,2
शौच,16
भगा,7
इधर,25
बोर,11
करे,39
कहे,34
दाल,36
रेड,69
खपत,14
रखी,207
चोर,68
ताज,31
पेट,44
आईं,50
जगे,1
खलल,7
इयर,2
बंध,11
लोन,59
रेट,30
दंड,19
पूछ,24
सदन,126
दशा,8
धार,10
चरण,134
एटा,7
अचल,13
बाह,1
होग,1
कलर,44
खून,115
नदी,75
सजी,13
छाप,15
पान,11
सहज,15
पौष,1
मास,3
आइए,59
तेल,132
जला,34
चना,3
भोग,8
जाप,27
फूल,15
योग,131
चने,4
भरत,10
सीन,89
तंग,22
गला,73
दबा,20
नून,1
बहा,10
शलभ,5
तार,37
आपस,52
गुड,20
हाफ,25
इशू,1
मेट,4
चूज,3
लकी,25
आरा,20
उरी,70
सीए,4
नेग,1
दान,20
चाल,29
अबु,25
बकर,10
डरा,13
लदा,4
फौज,36
रेत,11
पलक,6
खाक,9
लदे,6
विद,26
कम.,3
दखल,30
शशि,57
मनी,28
रैप,17
बहू,23
फेम,31
किड,2
कपल,37
शरण,26
आधे,32
खरी,6
मचे,11
गैर,87
भवन,71
नबी,16
आये,24
अजब,5
गजब,18
कवर,26
डबल,40
मजा,29
भीम,31
बके,1
रेल,201
सोए,2
दवा,34
वहन,7
धोए,3
धरी,3
सवा,27
पेस,10
ओवर,23
औसत,56
कूट,7
लेग,3
फोर,5
पीठ,61
पेज,49
एसए,7
फिट,33
अरब,66
ओपी,11
जोस,11
हरा,13
कैच,8
रूट,26
छोर,10
छठे,14
एगर,2
केन,3
टाय,2
जता,30
युग,18
आदर,4
सीख,32
दे.,21
पवन,52
छठी,21
जया,37
बंट,13
लहर,37
वी.,10
एन.,9
फलक,1
हिल,8
बरी,40
शपथ,130
वाम,13
चाय,66
अथक,2
शोध,59
जाल,32
सनी,69
रोप,1
बीड,3
...,11
सिख,43
घेर,54
एसी,10
कैट,8
लैस,26
मृत,44
आशा,34
धीर,1
संत,30
रोष,10
मुख,3
आदी,10
डरे,9
समन,24
उधर,47
रने,1
आहत,37
आयी,13
ओछी,7
वीर,26
भगत,32
बाल,124
चीख,7
खेद,4
रचा,8
मो.,13
सेफ,10
गईं,78
हमे,7
नाच,7
तूल,29
तरल,3
घाट,68
जीप,18
दफन,5
झेल,34
मोल,7
जले,6
नमक,14
लीक,51
छगन,1
थी।,3
फेल,31
खीर,5
छुप,4
नाल,2
थाल,2
कला,31
बेर,1
सेठ,5
सूप,2
हंस,33
जाओ,6
जोश,15
कमा,12
अंश,8
राउ,1
सदी,17
करण,155
शेप,11
इतर,14
माह,77
बीए,3
कलह,21
विन,17
टकर,3
ऐंग,2
निए,1
बेन,13
अदा,48
लिन,1
बाज,13
लाओ,2
खेत,38
झूल,5
खाल,6
छाल,1
खंड,5
गाद,11
डाइ,1
पी.,42
घना,3
सती,1
साठ,10
फसल,32
रोग,25
सतह,8
शोक,26
डिश,8
ने.,10
कुक,12
बटर,2
कसा,18
इंच,25
जुए,5
दाव,3
बीट,7
सदर,23
टेप,18
अंक,118
कैप,4
चपत,1
सहम,7
जली,16
आलू,9
उलझ,10
वार,56
आंच,11
समा,12
लोड,2
एलन,5
नेम,7
जैन,46
सील,36
छाए,14
चैट,37
आयु,19
ऐपल,31
चिप,9
कोर,20
ऐरे,1
जैक,5
वजन,68
घटक,4
छपी,25
तरण,10
वचन,7
फेस,9
हरि,7
जैट,1
जलन,13
कटक,2
थोक,4
सीओ,10
वाव,6
छुए,4
आजम,35
बचत,16
टेक,16
बूथ,25
फतह,7
डोप,1
जोन,38
बरस,11
फीड,3
झुक,8
गमन,2
मपर,1
करो,16
गोज,1
जय.,2
आपा,8
सधे,2
भला,21
हनी,8
दूध,36
मदर,5
गुल,19
ईको,4
बीत,21
एली,14
केक,6
किल,3
ऊधम,7
रूह,3
बाप,11
शुभ,13
देव,51
रवि,15
आंख,45
दफा,7
जहं,1
लीग,30
पीओ,2
एम.,1
कुन,1
कमल,29
भूख,30
ऐंड,17
निल,1
बटी,1
पटल,7
खेर,71
टूक,6
कल.,1
कपि,1
फीज,1
शोज,41
मैन,13
एएस,4
हित,40
एवज,5
लेट,11
दहल,10
इको,3
टैग,23
पीए,10
ऐंठ,1
बोझ,37
फेर,6
धोख,1
पदक,58
डीन,4
चित,2
सना,17
लिव,15
तुझ,1
बचे,30
वां,4
उबर,28
ऊबर,1
ईयर,22
बैच,13
खरे,12
सुर,15
धुर,4
ईलम,1
दमन,6
लचर,13
डिग,1
फिश,1
करी,2
हिट,82
नवी,11
हुइ,1
मीट,20
चलो,5
खौफ,33
टला,2
सजग,1
पनप,8
उभर,14
सतत,2
चीत,1
ईडन,4
पैठ,13
वहा,2
ऋचा,8
नील,9
केल,1
सूख,13
पके,1
मैश,1
छान,6
शिव,33
लता,20
ढील,7
वाह,6
खेप,13
रेस,36
नोक,7
रफी,1
अमर,53
हाइ,1
भगन,1
कूल,16
सघन,9
पाप,9
पिट,2
चिल,1
नजम,1
लो.,5
घाव,6
ईशा,30
गेट,47
रूस,59
चैन,20
गधे,1
किट,17
धरे,7
नाई,4
डरी,9
किन,22
मनु,13
एकल,6
ओपन,33
साई,4
एपी,9
चूक,31
दिज,1
जेड,11
वाई,6
बिक,13
कोच,26
आर.,12
जोए,3
डेल,2
नहर,18
धरा,5
खरा,9
दो.,14
भेद,11
थार,3
सिम,15
सेव,14
पैड,4
टैब,6
धुन,10
ऊना,20
गाय,53
पीट,18
फूट,13
सनक,9
अहं,3
पंख,6
दल.,1
बाए,1
अति,28
अभय,11
ईंट,8
नेल,31
चमक,20
ठेस,6
फीट,16
ले.,16
मरे,10
बस.,3
छिप,11
गोद,25
लीव,5
मौज,3
चेन,8
जोक,11
सेम,3
टिक,26
धधक,2
ताक,11
उठी,13
रघु,7
लेब,3
खां,17
पं.,2
चरम,13
परख,1
मदन,20
एएम,4
गाए,6
आसन,10
दबे,11
टाई,5
ठान,7
नेट,15
टी.,4
टहल,5
ओमन,3
उगल,8
बान,7
मून,10
नीत,12
धाम,7
जूस,10
शहद,9
मिस,44
उमर,62
रोए,1
गनर,6
जमी,2
नाथ,25
बेड,7
ओरल,2
डूब,20
गैप,6
साए,6
शान,11
वाक,1
डेड,8
थकी,1
मोह,6
नरई,1
चवन,3
घटा,12
तीर,7
जुआ,8
सरक,1
चेज,1
बेच,32
कोष,15
सेन,17
सेस,2
भटक,7
मरो,1
लाद,2
अटक,10
पतन,4
जूं,4
टोन,2
खाप,6
कोल,5
यूथ,17
धाक,1
लगन,6
बाय,2
गोप,1
घुट,3
कसम,8
खाई,12
सटी,3
अता,5
लंच,19
आंग,4
सान,4
हैक,5
सूट,17
कैब,66
ओला,17
रतन,15
पाव,1
वीं,5
ओखी,5
डीप,4
लेन,21
देन,19
औचक,1
ठगे,6
जेय,1
खोए,4
वतन,6
मेन,19
मरी,1
फौर,1
थाम,11
भेष,4
छका,2
जिओ,2
डोज,4
मिड,21
बबन,4
जतन,1
वैट,19
थीम,7
हंग,3
फजल,21
अपर,18
डीर,4
एनए,3
धूम,17
सोल,12
इरा,26
पीस,16
उमा,29
कले,1
ओझा,11
जैश,28
टसल,2
फटे,2
नमः,2
पोज,6
पते,12
शफी,2
दोष,12
हैः,11
फोल,1
मता,1
रील,7
देह,28
कूच,7
नरक,5
उछल,6
ही.,15
सर.,5
लेक,7
रां,1
राग,5
आका,8
मेस,5
लास,2
लीं,2
चूम,3
सूद,50
मौन,21
जहन,2
भुज,5
बाब,2
महल,15
जिल,5
कोी,1
लीच,8
लंग,3
लीज,3
आभा,4
वें,8
आपक,1
शेल,1
इंक,4
दया,15
एसओ,3
यंग,15
रौफ,2
संस,9
अरे,4
काश,6
सदा,5
बरत,5
हरक,1
पंत,25
कोट,17
घूस,7
छाई,11
लिप,5
टशन,1
निक,58
डाई,1
लोध,2
सौर,6
उधम,12
एअर,19
दीन,2
माँ,4
रोम,3
दीप,8
साध,13
नमन,8
धूप,19
बाइ,1
शटर,2
सी.,3
बी.,3
टूथ,1
पीक,1
दही,4
सेब,9
पाय,1
पहन,32
फैस,1
जहा,1
मलय,4
मटन,4
चाट,2
तली,1
जीभ,8
तवा,1
गंध,3
जेब,18
कटी,2
वेज,1
रजत,16
दूं,5
डंप,1
कोख,10
डेथ,15
करम,2
धरम,1
बंब,4
गबन,4
हीं,11
एरर,1
खडी,2
जंप,3
चटक,2
बोट,6
मुक,1
मूक,3
पोट,3
थमा,5
लहन,3
भाप,7
खनन,8
लौह,6
शेफ,5
डटे,7
सब.,2
वीक,11
गनी,7
वो.,1
टोक,2
तपा,1
ताऊ,12
पदम,1
महा,6
अमन,13
सुख,5
बहल,18
मधु,16
रईस,9
औरत,18
झटक,1
कसर,16
ये.,4
घने,12
वेस,1
चौ.,1
नये,23
नवा,1
खैर,12
चुभ,1
चलन,10
बची,15
ललक,3
हीथ,13
आनन,3
डमी,10
पिक,2
देय,2
छिन,4
ओके,2
भोष,2
सैत,1
टली,3
एआर,4
दवे,4
छवी,1
ना.,2
खोई,6
जनक,8
उपर,9
आनी,10
इमं,1
मैम,2
ऋषभ,6
धूव,2
खाट,2
बसे,9
नूर,1
बंप,8
पीर,13
एमए,4
उनप,1
दलो,2
टनल,1
विश,16
हटे,2
उबल,1
ढाक,3
मणि,6
डाक,1
कथक,3
ओरन,1
आबू,1
यहा,5
कीं,7
आशु,3
खपा,4
बडे,1
शेन,1
बशर,6
असद,7
सखी,2
जकर,1
शतक,12
कोड,39
शेड,5
हरे,9
शीट,6
नकल,8
शिप,4
एफे,1
टिन,1
वटी,2
घात,11
नेक,2
देम,1
मंथ,1
बेग,10
नशा,12
पशु,12
जबर,3
भूप,5
काऊ,1
पटक,3
करन,16
चाक,8
रदृ,1
भूत,14
हम.,1
ढोए,1
कतल,2
लार,1
टपक,1
चुए,1
बोध,1
पौध,1
कीच,2
अनु,4
वजय,1
कीय,1
मौक,2
सौध,1
ठनी,1
ओर.,3
परत,5
कलई,4
थमे,1
टुथ,2
पुश,3
गुण,19
गुर,4
यान,5
दफे,2
रमा,4
था।,6
बडा,3
नहा,1
डन.,1
आप.,3
भीड,3
की।,2
खोद,2
कतर,4
बुध,14
मसल,2
पाओ,3
भनी,1
बीफ,28
लीप,5
अाज,1
मीर,14
मनन,4
लाउ,1
थान,1
सोश,1
जंच,1
ढाल,5
पैट,1
खली,4
सोम,2
हेग,1
भनक,11
योर,2
बेव,2
अदद,6
शीत,2
नमी,13
सुत,1
मोर,1
रिट,1
जेन,2
कुम,1
गीफ,1
मतो,1
चमन,3
वेद,3
पोप,17
शटल,2
शाट,1
पिच,14
गहन,11
बैट,5
पेड,8
हूँ,7
राई,1
पैक,19
महक,4
मूव,2
गगन,2
रचे,2
कसी,3
फुट,14
पटी,2
शमी,6
शगल,4
एडन,2
शाओ,2
मैप,10
नमो,11
कौल,6
रेज,11
नाव,10
जे.,6
ईगल,1
भीग,5
फैट,14
सहा,1
मीत,1
वेव,1
अाए,1
सरभ,1
नबम,1
दून,2
डर.,2
जगा,4
ऋतु,14
घोल,7
पोछ,1
मिग,1
पोत,7
तैर,2
एला,1
अने,1
पीछ,2
पचा,3
काय,2
डटी,3
मजे,7
दी।,1
शूज,4
धमक,4
रीस,1
अटी,1
ताश,1
बाथ,1
गरम,7
आशय,4
तो.,2
सजे,7
चूर,3
लाग,1
झूम,4
कसे,2
मील,17
मजह,1
तकत,1
औंस,3
डार,3
उफा,1
छठा,8
घास,4
बाम,1
अनम,1
खोट,1
वेट,3
हाय,6
आहट,13
जाग,10
हंट,8
आयो,1
रे.,1
लघु,9
यमन,16
मिट,3
पिन,3
आशष,1
अपन,2
ढंक,2
ऋणी,1
कृत,1
जेस,1
कथा,7
पैग,3
डी.,1
रभा,1
नाग,7
जलम,1
गरज,5
रफा,2
यूए,1
लोब,1
इला,3
बढा,5
दुक,1
टोल,24
टूल,11
राख,4
रजक,1
उचट,1
इनु,1
रमण,2
केई,1
नचा,2
सन्,4
गाई,1
रूफ,1
लि.,2
बैल,2
बूछ,2
रसद,3
उना,4
बैर,2
धुल,1
महू,1
मंश,1
टंक,2
ठकर,1
गुम,5
ढली,1
सुध,4
सनम,3
वजस,1
शाद,2
डेढ,1
बूट,3
शेव,3
सैम,3
पात,4
बास,1
यशो,1
ठंड,2
केट,8
लजर,1
ढका,5
टिम,5
हुऐ,4
सेक,1
वेष,1
घटे,1
भेल,1
आपे,2
उदस,1
भाऊ,2
ऐना,4
आदम,1
वैद,2
हा.,1
जगल,1
आइस,2
कैग,6
नगद,5
एशा,2
मी.,3
मरा,4
पंच,5
वृष,2
मीन,1
हमः,1
एल.,1
भान,1
यश.,1
दशम,1
नवम,1
नीच,1
तिल,3
वलय,1
कंठ,1
आटा,6
मकर,2
लुट,2
बुल,1
गोल,19
मेड,11
येस,1
बसो,2
लपक,1
सगे,9
ताउ,1
वेल,2
घिस,2
पेय,2
साग,1
रहो,3
उषा,5
नली,1
सने,2
वाच,3
गजट,3
थोप,2
ठहर,2
होन,1
काच,2
ताच,1
सुई,3
साह,2
डेज,4
औने,1
कीम,1
ओवन,1
टीस,3
नौश,1
समी,2
जनू,1
ऊटी,5
थका,2
दंभ,1
अवध,7
तोड,1
राड,1
रीच,1
ईला,1
तरक,1
वाल,4
घनी,3
विष,1
ठाट,1
सकर,2
आग.,1
कवच,1
धूस,1
कर.,2
दमक,1
हूल,1
सगी,11
खरच,1
ऊंघ,1
सिह,2
रउफ,2
टीन,4
डेश,1
बनो,1
बटा,1
ककी,1
केा,1
ईबी,1
कैन,4
चाव,1
शोम,1
इसव,1
वुड,2
सूर,1
दंश,1
पेण,2
खार,6
ढाह,1
दैन,1
जमे,2
ताई,1
एबी,2
बौन,1
तपस,4
कोब,1
बदन,3
लेस,3
एना,4
लखन,1
खडड,1
टोह,2
पला,1
डिक,1
गदर,1
डैड,2
कोे,2
वेग,1
ठाक,2
सबा,9
मेम,1
हीर,2
पका,1
फटा,3
बहु,1
शिन,2
सकल,5
पसद,1
खाद,12
जीन,5
अपच,1
भभक,1
थाप,1
शंख,1
मगध,1
थीः,1
डा०,1
पंज,1
दीः,1
हाट,3
अवल,1
हरम,1
शुन,6
काज,2
रैक,6
उगी,1
तकी,1
लूप,4
आईच,1
बाघ,13
डंक,3
वास,1
गजे,3
चटा,1
ऊचा,1
सको,1
सैन,3
एमी,2
ओनर,1
दाब,1
ताप,2
डीग,3
रिय,1
भोई,1
अदन,1
परम,3
।जय,1
मंद,1
इसक,1
फैज,17
मैट,2
साद,1
बोई,2
थके,3
कथन,1
खीझ,1
चिन,5
झाओ,1
रिज,2
उदम,1
सगा,1
वाद,6
धवल,2
टके,2
वरद,1
पूह,1
हजम,1
गाल,4
पजल,2
एंव,1
कटे,1
वंश,1
तुक,2
हते,1
लुग,1
दाद,2
आईन,1
बाट,1
जोह,1
भील,1
दधी,1
जकत,1
तोप,1
सतई,2
वाट,1
कपट,1
बतर,1
भली,2
चहल,4
अला,1
दीं,2
चौर,1
डोम,1
दमा,1
जात,2
कौम,6
भोज,5
ते.,1
चिब,1
दने,2
सरे,2
मटर,2
हना,2
जार,1
हु.,1
लेथ,1
फेड,2
रथा,1
सूझ,2
गाव,1
चौथ,1
आयल,1
धनी,3
हुड,2
सोन,2
तपन,2
हवन,3
सधी,1
लहे,2
ओशन,1
कुश,3
घडी,1
कुच,1
दाह,2
तक.,2
बोन,1
कसक,2
जुड,1
बडी,3
छोड,1
लेश,1
होड,1
बुझ,1
और.,1
देस,1
आटे,3
लेप,1
अाप,1
किक,1
जगी,2
पुट,1
वसा,1
खिल,1
अणु,1
जोत,2
लैड,2
रपट,2
सच.,1
झोल,2
शकल,1
हलक,1
रूई,2
सहन,1
ओवल,1
तंस,1
बृज,1
गंग,1
सूई,1
नैन,7
अमू,1
डगर,1
बलि,2
जैव,1
अब.,1
खडे,1
गढी,1
सरन,1
आगस,4
एडम,1
मा.,1
बेट,1
जखी,1
एवन,1
थाड,3
तहस,2
नहस,2
घुल,1
ऊफा,1
कली,10
तलत,4
भजन,5
कोइ,1
बसई,1
हिप,1
परी,1
शरु,2
ओली,11
बहे,2
घूर,1
आँख,1
तवे,1
काे,1
रिक,1
छंद,2
रुट,1
इसस,1
जैस,1
मिथ,4
यार,1
बते,1
दीव,1
रुम,1
कलश,1
कटर,1
कृष,2
उडा,1
मंक,1
होठ,1
दूज,6
गई।,1
वगर,1
खमे,1
जेफ,6
फिच,2
सैट,2
केज,3
पिल,1
रूक,1
अखर,1
जीव,2
गवई,2
जाय,2
ऊनी,13
खौल,1
वजब,1
जौन,1
आशी,6
बिछ,1
छला,1
रेख,2
नंद,2
नं.,1
थाः,1
वान,1
जंक,1
छलक,2
मौर,1
पा.,1
याक,1
ढके,1
ढकी,1
जी।,1
डेक,1
अदर,1
वेश,1
लूं,1
आगा,2
नान,1
आटो,1
मेव,1
नूह,1
साब,1
पाम,1
बैश,4
बसी,1
लूज,1
डेन,1
ललन,1
हीन,1
कने,1
बढी,1
काई,2
छे.,1
अबव,11
अबल,1
माइ,1
ऐलन,1
आस.,1
केर,1
संब,1
यू.,1
कनक,1
थमी,1
माघ,2
दूब,3
रबर,3
चैक,2
डैम,1
जोल,1
नीव,1
इवन,7
बढत,1
बेक,3
डंग,1
तोल,1
यदव,1
फटी,2
जन.,1
टिप,2
अधर,1
नाप,1
कंस,1
ईयू,1
वाघ,1
तहन,1
उगम,1
पसर,1
एएन,2
गैग,1
वधु,2
ढोर,1
नरा,1
बूझ,1
चिक,1
हैट,1
मझे,1
