ending,frequency
दरिया,1
खौफ,1
फैली,3
उठे,9
जगाए,1
तरीके..,1
बने,91
दें,173
लगाएं,39
भी,81
होते,35
बताई,54
पाएगा,40
छुआ,8
करता,36
कर,9
जुटे,2
देखिए,13
किलोमीटर,1
ई,4
रु,61
निवेश,2
बी.आर,14
सकी,70
करेगी,281
पर,38
का..,1
कराया,62
बना,19
निकला,39
निकाला,27
सुनाया,31
दिखेंगे,24
पाता,18
बोलते,4
दिलाएं,3
बनाएंगे,20
आजमाएंगे,1
डालेगी,2
बनाई,34
बचाएं,2
समझा,12
टिकी,2
क्या,44
लीजिए,30
करके,4
जंग,2
बेहतर,2
दिखाएं,10
ही,31
कहा,160
जाएं,72
लाएगी,13
कमीशन,1
मिले,154
करवाई,17
करवाएगा,3
खुर्शीद,1
लटकाएगा,1
जेल,1
अपील,1
दीजिए,33
इलमी,1
रहो,7
दो,30
देखो,3
बार,2
वोट,7
मुसलमान,3
होइए,1
सेकुलर,1
सोचते,4
क्यों,25
करेगें,1
आदेश,3
लगीं,27
दिए,188
लगाया,93
वी.डी,1
कराई,59
संभाला,16
रखेंगे,40
साधा,67
धन्यवाद,8
कीजिए,25
धरदबोचा,7
बी.एम,1
एल.सी,1
मारे,5
काम,3
वेदांत,2
जाऊंगा,14
बाटूं,1
ना,7
बनाओगी,1
बर्थडे,1
निभाई,18
अजान,1
शर्मनाक,1
माने,2
टोका,1
सिंह,11
शो,3
लौटेंगे,7
लूं,2
सुनाएगी,7
सुनाएंगे,4
पाया,58
सुनाईए,1
चलेगा,68
चलेगी,19
में..,16
चलाए,2
उठें,1
बनाएं,11
रखे,12
मांगेगी,4
रहीं,83
निकले,41
उठाया,58
घृणित,2
निकालेगी,1
बाहुबली,1
वाली,4
संसार,1
किस्से,4
हटती,1
जौहर,2
सकती,71
दीं,56
डाली,49
न,16
सुनाई,41
सकेगी,34
पी,48
पाईं,18
कही,87
बताऊंगा,2
खतरा,4
पाई,73
कमाए,11
ठहराया,20
लाई,3
फेंका,7
एन्ट्री,1
खबर..,8
सिखाएंगी,1
जताई,33
बुलाया,47
घेरा,13
उछालें,1
रखा,84
हंस,1
मनाया,13
भागी,3
होती,54
बंधती,1
मानसिक,1
रहती,7
जाएंगीं,1
दिखेंगी,17
है..,65
यहां..,4
चाहती,19
चुना,32
चाहेंगी,8
बनती,3
बताएंगे,13
बिल्कुल,1
बात,9
पाए,79
पिलाई,4
पूछी,3
भेजें,12
मिलेंगे,49
थीं..,3
राजस्व,1
वसूला,2
सकीं,9
मौका..,1
रुपये,15
सौंपेगी,4
रहनुमा,1
पाएं,12
जाय,5
उठाएगी,13
गिराया,44
गयी,35
एस,30
उठाई,13
पीटा,13
चलाई,10
मंगवाया,2
दिखा,25
रखी,53
एक्सरसाइज..,1
लगेगा..,1
करते,50
देखें,18
देखे,6
पीछे,5
बधाई,12
कमाया,3
साधे,1
बचें,15
कैसा,1
जरूरत,4
पहुंचाएं,2
करना,21
कटौती,2
उठाये,2
डर,8
परेशान,1
रघु,1
एन,12
देखेंगे,22
मौका,4
ठाकोर,1
लेंगे,117
जीतेंगे,4
निभाएगी,1
आर.के.एस,1
पातीं,6
पाऊंगी,5
लगाए,44
मिली,166
मारा,34
बांटी,2
आर.पी,2
चला,48
मिलता,10
खुलीं,1
पता,17
कपूर,8
एच.एन,2
चलाया,9
मनाएं,4
घटी,6
से,56
नहीं..,8
जाना,11
डालें,9
रखें,55
सुनें,4
जताया,29
आना,4
हैैं,1
मिलीं,27
भाभी,1
टंडन,1
खास,17
खबरें,13
कहानी..,5
बेबी,1
बैठेंगी,1
सौंपी,12
बटाओ,1
फूड,1
आदि,7
चाहता,19
दिखाई,18
दूंगा,23
पाएंगी,7
हत्या,5
शैतान,2
वहशी,2
उठाता,3
रची,10
बीजेपी,2
मंत्री,5
करतीं,10
उनको,1
शुक्रिया,11
बजाया,2
मिलवाया,5
आरोपी,1
खान,18
जानता,9
अत्रे,1
जीता,28
सीखें,2
स्वीकारा,2
के.वी,9
सी.पी,3
कलामसेरी,1
ए.एन,1
के.सी,1
ओ,6
रखते,4
बनाए,42
हर्बल,1
रखीं,6
भरेंगे,4
बताएं,10
बंदरबांट,1
करिए,7
करिये,1
चाटा,1
बरतें,2
दिखाएंगे,2
रहना,2
लगाई,35
योगदान,2
बचाया,10
हटी,1
गंवाई,5
शुरुआत,5
अभिनंदन,1
दोआब,2
सलाह,1
दिलाया,10
उठाए,27
निकालें,2
चलते,4
बैठेंगे,4
जलाएंगे,3
गिनाएंगे,1
कटुता,2
जाता,45
कहलाएंगे,1
घूमेंगे,1
भूलें,11
सकतीं,6
बातें..,16
खाई,3
चले,8
नेंगरू,1
बिछाया,4
सीखी,3
सुलझी,1
दबाव,2
साधन,2
गणेश..,1
डालेगा,5
खुलेंगे,5
डालेंगे,5
देखी,18
आर.एस,1
फटकारा,1
गली,1
दबोचा,20
करो,24
थी..,5
लेगा,30
हाथ,4
रुकेगी,4
क्या..,2
फहराया,1
शुभकामनाएं,8
पहुंचा,53
सोचें,5
पहुंचाया,28
रखिएगा,1
दिखाया,28
आएं,18
है.,12
हूं..,3
कहेंगे,9
हंसाया,2
उतारे,3
जांचा,1
सकूं,5
मिलेगा..,2
उठता,5
लगती,5
लगाओ,2
डाला,105
फायदे,4
प्रदूषण,2
हनीप्रीत,1
शुन,1
संभालेंगे,10
आजादी,2
माणिक्य,1
पहुंचाई,7
बचाई,8
दिलाएंगे,7
देखा,42
शहंशाह,1
अंदाज,5
ढींगरा,2
नही,9
निपटाएंगी,1
पिटीशन,1
बचा,4
सोचती,1
दोहराई,4
दे,46
सीखना,1
बुलाई,11
बनाईं,2
पहुंचेंगे,25
कौन,11
राणा,1
टास्क,2
रुपये..,2
प्लेसमेंट,1
वजीफा..,1
वजह,14
पादुकोण,1
कनेक्शन,1
रोल,2
वी,5
पहुंचेंगी,2
गोल्ड,1
बजट,4
लिखा,14
जायेगा,22
सवाल,5
मांगेंगे,4
जानिए..,3
थमा,4
कीं,24
दिखी,20
सौरभ,1
आरसी,1
रूपाणी,2
खाएं,8
पहनें,6
.,33
देंगी,40
सौपेंगी,1
वो,6
निकलेंगे,2
ट्वीट..,1
लिंगरी,1
मारेगा,3
मानी,9
प्यार,3
लेना,6
को,16
लिये,3
गिरा,10
किमी,10
जाते,21
बनवाए,1
होतीं,1
चुप,1
बोलें,6
कराएगी,8
हिदायत,1
सफलता..,1
मिलती,11
सीक्रेट्स..,1
रहते,5
शांत,1
देती,11
बजी,1
जाओ,8
डी.बी,1
अध्याय,1
जाती,28
जरिए,1
बदला,9
माना,19
बोलेंगे,8
उतरेगी,6
बचे,2
निपटें,2
देकर,2
पहचाने,1
पाएंगीं,1
सकेंगी,10
लौटे,13
पटेल,1
टिरिपानो,1
घुसता,1
बताएगा,5
उठी,9
चलाईं,5
भागा,9
बनाइए,2
मांगा,13
उतरेंगे,16
उतरे,11
मचाया,9
नेता,4
सदुपयोग..,1
पाना,1
मिनट,1
रुकी,1
चलीं,5
वसूलती,2
..,31
नाम.,1
बनेगी,29
सुधारा,1
गोद,1
गाना.,1
सामने,3
समझें,3
लगाना,2
मिलना,4
एकाउंट,1
मिसेज,1
मत,2
दीपिका,3
कपल,1
इंकार..,1
लूट,1
चोरी,2
खरीदा,7
आर.के,3
नाकामी,1
दिखता,5
आंदोलन,1
लेख,2
उधर,2
यूनाइटेड,1
कहानी,9
खली,1
सेलिब्रेशन,1
हाथी,3
दूसरी,2
सीबीएसई,1
डिटेल..,1
गाज,2
जलाया,5
भरेगा,8
मानेंगे,1
कंघी,1
करवाए,8
रास्ते,1
चिन्ह,1
उतरें,1
कराएं,7
दिखें,4
फिल्म,3
जामुन,1
जगह,1
बाहर,3
घोषणा,1
कयास,1
बोहरा,1
जादू,1
लगाएंगे,10
करूं,10
करूंगी,10
फैलेगी,2
जिम्मेदार,1
स्ट्राइक,1
रहे.,1
लहराया,5
करने,2
बुलाने,1
अलग,6
ए,17
शुरू,6
चाहेंगे,11
जाना..,2
अंग्रेजी,1
होगे,2
पैर,1
लोग,4
रहस्यमयी,1
पहुंचाएंगे,5
दावे,2
जगाया,3
भेजा,18
सबको,1
काटूंगी,1
पाएगी,32
शादी,7
होली,2
चेक,2
पहना,3
मानते,8
रूकी,2
लेकिन..,4
दिलवाएगा,1
बैंक,1
जहालत,1
आबादी,1
करवाएंगे,5
ने,37
ते,1
त,1
चाहए,2
दिखाए,12
बनवाएंगे,2
उसमें,2
गिनाएगी,2
पायरेसी,1
उम्मीदें..,1
निकलेगा,5
समझेगा,2
निभाएंगे,17
होगें,5
लगेगा,57
पूछा..,1
बनेगा,26
मोदी,2
बनाएगी,17
सुनते,3
रैप,2
तो..,5
मैंने,4
बैग.,1
कहलाउंगी,1
पकाया,1
पाती..,1
पुलिस,3
उबालें,1
पहुचेंगे,1
खेली,15
दिलाई,16
हु,1
गाएंगे,6
बचेंगे,2
तरीका,2
रहूंगी,4
आओगे,1
थैंक्यू,1
गगई,1
आऊंगा,5
सुनी,22
जिएंगे,1
फीस,3
जताएं,1
देखता,2
थामा,1
मनाएगा,1
सीट,2
पाते,15
देता,25
बिखेरें,1
पहुंचते,1
उतारी,1
आर,20
कहूंगी,2
सौंपेंगे,6
भरी,9
मछुआरे,1
सकता..,1
खिला,3
पहुंचें,2
धमका,1
दर्द,4
पिएं,4
थकेगा,1
थकाइए,1
सोएं,1
वाले,6
देतीं,4
कराएंगे,11
हंगे,1
आकृति..,1
मरौदा,1
हूँ,4
बोलो,1
पैम्फलेट,1
खाया,6
खाईं,1
सट्टा,1
वाला,17
बुलवाया,2
लगें,4
तक,6
गुजरी,6
ए.के,12
घर,3
रूबी,1
फूंका,3
पंगा,2
रिव्यू,1
हार,5
रखेंगी,2
पहुंचीं,24
पहुंचाइए,3
रहिए,5
मारीं,3
जवाब,5
और,6
चलेंगे,10
जी.ए,1
चेहरा,2
बस,4
उतारा,9
कहीं,12
लीं,6
निकलें,5
कसा,7
जी,26
हटाएंगी,1
सुनाए,5
काटे,2
पाकिस्तान..,1
हेलो,1
कमाई,7
बनी,31
मिलने,1
चलो,1
रोई,1
पहनाएगा,2
जाइए,6
पहनिए,1
पहुंचाना,2
लगेंगे,28
ठानी,4
विश्वास,2
बनीं,11
भेजेगी,4
खरीदेगा,1
रिश्तेदार,1
होना,12
करती,17
डोभाल,1
संभालेगा,4
सुने,1
नारे,2
घोषित,1
नोबेल..,1
सीन,3
कर्मचारी,1
रुकती,2
लायें,1
जायेगी,14
बनवाया,4
बचाएगी,2
मुश्किल,3
मिलाया,6
खरीदी,3
रूकेंगे,1
चुनाव,6
बठेगा..,1
तो,7
फायदा,5
दागे,6
चाहूंगी,6
भला,1
रिझाएंगे,1
बैठेगी,4
बनें,9
साथ,28
टी,3
प्लीज..,1
बुलाऊं,1
सच,3
युक्त,2
दुरूह,1
परोसती,1
डालीं,3
डाले,13
रखना,3
लूंगा,7
पी.आर,2
मानेगा,1
भेजे,7
उभरे,2
बांधी,3
उतारेगी,7
हर,1
सूची,1
प्रज्ञा,1
खिलाफ,4
चांस..,1
जाएंगे..,1
मायूसी,1
इंटरव्यू,2
फजल,2
आरोप,7
काटा,5
गवाह,1
लहराएं,1
कुछ,2
बातें,4
मानो,2
चाहूंगा,7
लेते,8
कहूं,2
बिजली,1
अपनाई,3
कैसे,11
ये,6
लाए,2
बनेंगे,9
आते,12
बैठे,18
रखो,5
मानता,6
रचाएंगे,3
बनाता,1
झेली,2
डायरी,1
रोकें,3
असर,7
उभरी,1
उतरी,2
चलाएंगे,1
बची,3
जाइए.,1
कहलायेंगे,1
जाइये,1
जतायी,3
कबूली,4
कहता,1
अब,1
मिलें,8
लेगें,3
आतंकी,3
छात्र,1
सम्भाली,1
हटवाएं,2
हटाइए,1
सर,3
निकाली,16
कारण..,2
सीखेंगे,1
खेलेगा,2
खेलेंगी,1
पाओ,1
लाठीचार्ज,1
आत्महत्या,1
झुकेगी,2
भरा,3
पोती,1
निकाले,2
मजा,1
कराए,7
मा,1
बदलवाएंगे,1
खिंचवाएंगी,1
जएगा,1
एंट्री,6
तृशनीत..,1
पूछे,14
टकराएंगी,2
चुराएंगी,1
जरूर,2
धोए,2
धोई,1
दिखेगी,9
गुजारे,3
रुका,2
लौटा,4
मदद,5
हिरानी,2
टलेगी,1
चलाएगा,3
आये,5
रुके,6
मुकदमा,1
बी.ए,2
बी.एड,1
बीएड,1
खिंचवाउं,1
बांधा,4
घूमे,2
समझाया,2
उतरेंगी,4
जीती,6
जीतीं,3
नदारद,2
माएगा,2
फिल्म..,3
सफर,7
कराइए,1
गुस्सा,2
हैट्रिक,1
सुनाईं,1
पंजाबी,1
मीडिया,2
सलाम,2
हां,6
भूलता,1
हटते,4
कहे,3
सुना,10
घसीटेंगे,1
ठहरा,2
इलाज..,1
हटेंगे,1
फैसला,6
जायेंगे,4
पहुंचेगी,10
तस्वीर,3
यहां,1
जीतेगा,3
झंडा,1
मायने,2
जाओगे,2
बोले,8
बैठूंगा,2
कहां,2
पहुंचायेंगे,1
साल,4
यात्रा,1
आयीं,1
मारी,15
जिंदाबाद,1
सोचेंगे,4
पश्चिम,1
अंकल,1
करें..,4
बंधेंगी,2
शतरंज,1
फंसाए,1
धमकाना,1
खुशखबरी,3
हिस्सा,2
तक..,1
सी,6
अंदर,2
खोली,4
मुफ्त,1
सीरियल,1
दबाया,7
गुजरेगा,3
ऊपर,3
फुसफुसाया,1
बताएंगे..,1
करुंगा,3
शेख,1
एस.एस,3
ए.बी.ए,1
चौधरी,1
हारे,2
लगाऊं,1
समर्थक,1
निकलते,3
खेलेंगे,4
प्लानिंग,2
परफेक्ट,1
मोटापा,1
छुए,5
किंगमेकर,1
भाई,3
है...,4
दिखेंगे..,1
बनाएंगी,4
उकसाएंगे,1
लुक,7
लगवाया,1
घुमाया,5
ले.क,2
उठाएंगे,10
मिलते,3
ध्यान..,2
चमकेगी,1
टिप्स..,3
भेजती,2
चलाएगी,1
बनाऊंगा,2
रिलीज,5
जानते,3
दीजिए.,1
खोदी,1
बनेंगी,7
डा,14
कहेगा,1
दावेदारी,2
जागीर,1
समझती,2
धोएं,6
प्लान,3
इत्यादि,2
सर्वे,1
ओ.पी,3
गैंग,1
डालना,2
चलना,1
अन्य,1
केस,2
देना,12
तिमाहियां,1
मांगे,6
जी.एस,1
साजिशकर्ता,1
जुटाया,1
भिजवाया,13
दिलवाई,5
करीबी,1
फैलाया,5
शामिल..,2
ये..,3
निपटेगा,2
मनाएंगे,12
ठग्स..,2
उतरीं,3
नं,11
सिखाएंगे,2
एम.एस,4
दोहराया,4
कमाल,1
इंडिया,3
किताब,1
दिखते,3
चलें,6
अपनाएंगी,1
दोनों,1
पूछेंगी,1
सिखाएं,5
विरोधी,1
बी,4
पहने,2
पा,2
घटाएगी,1
खोला,4
मंत्रालय,2
खाक,1
सबूत,2
फाइलें,1
विवाद,2
लापरवाही,1
दिखाएगी,3
शिकार,2
बीते,3
थे.,2
बदलो..,1
बदलो,1
विकास,7
टटोला,2
होगा..,8
अरे,1
ठहाराया,1
खंगाली,1
दीदी,1
रेड,2
धमाकेदार,1
फंसेगा,1
खिलाना,2
फँसेगा,1
ट्वीट,2
जानकारी,4
वजहें,1
फेंके,4
भाषण,1
ढेर,2
टूटे,1
बैन,1
सौंपा,8
बिखेरेंगी,1
मी,2
मारेंगे,4
दिन,3
लौटी,15
शोषण,1
जैसी,1
कम,2
कि..,3
पंहुचा,3
कभी,1
निभाया,8
सुलझाया,1
ठहरेगी,1
वीडियो,4
राममंदिर,2
भारी,4
दम,1
दिल,2
गंगे,1
सोनू,2
मैप,1
असरदार,1
मकान,1
हाहाहाहा,1
रे,2
हीरो,1
चैलेंज,1
ग्यारह,1
हम,1
गेरुआ,1
वजह..,2
महासम्मेलन,1
सच..,2
हो..,3
जानें,3
समझाएं,2
धमकाएगा,1
लगता,10
खेला,6
अनुमान,2
आसार,1
कया,1
नियम,2
जानिए,1
मालूम,3
दाऊद,1
ठिकाने,1
कराची,9
इस्लामाबाद,2
कत्ल,3
लो,13
जुटाई,2
रोया,2
चुकाया,2
दिखाती,1
नाता,1
बटोरी,2
होंगेय,1
खूबियां,1
आप,2
छे,1
रुलाया,1
चूके,3
आस,1
उम्मीद,1
बक्शा,1
लाइसेंस..,1
आर्ट्स,1
रहतीं,1
यू,6
उभरेंगी,1
तस्वीरें...,1
बिताया,9
पीटता,2
एमसीडी,1
मिटेंगे,1
कमेटी,1
रास्ता,2
कोशिश,2
पहचान,1
सोचा,5
हटावाया,1
सको,2
रोकेगा,1
गणपति,2
गूंजी,1
जलाएं,3
करवाएं,3
उपाय,3
गणेश,1
के.पी,1
नजर,2
बिठाया,1
उद्घाटन,1
खिंचवाईं,1
छीनेगी,1
लाती,1
फूटे,1
नकली,1
डूबेंगे,1
रखेगा,8
दूं,6
बेचो,1
सौंपे,3
चबाएगा,1
पहुंचेगा,6
बचेगा,3
किये,8
चाहिये,5
कहेगी,2
है....,2
जिहाद,2
आपने,3
सुनाएगा,8
बताइए,6
बहाना,1
दागा,2
परिवार,1
जायेंगी,1
जायें,1
बांधेंगे,1
आतंक,1
तिलिस्म,1
खुलेगा,5
उठीं,1
प्रकाश,1
चुनेगी,1
चिल्लाया,1
एक्ट्रेस,1
लगाये,1
संभाली,10
के.एम,2
पायी,1
जन,1
लाइनर,1
मिलाएं,4
लाएं,5
भरेगी,5
रखेगी,10
वृद्धि,2
हिंदुत्व,1
बोलेगी,2
बिछायेंगे,1
मामा,1
भारी...,1
मीटिंग,1
धमाके,1
देखेगी,2
समझे,1
गाए,2
थें,5
हुनर,1
तौलता,1
रोकेंगे,3
बनाओ,2
जाओगी,2
चाहे,2
खंगालेगी,1
गुजरा,3
बहाने,1
थी.,2
पाएगा..,1
पाएंगे..,1
बदलेगी..,1
वढू,1
जे.वी,1
उतरा,6
आईंगी,1
दखल,1
समझिए,3
लेक,1
एचिसन,1
नदी,1
खोले,4
करुंगी,1
घोटालेबाजी,2
लूटीं,1
मांगूंगी,2
दिखाइए,3
कराएगा,5
भागीं,1
संवेदनाएं,2
माफ,1
समाचार,1
...,6
संभाले,1
नीतीश,1
टूटा,1
देगें,1
लक्ष्य,2
दागीं,1
मारो,3
मरेंगे,1
चेतावनी,1
धमकाया,1
करुं,1
बढाओ,1
लिखे,1
घूमेगी,1
पोल,2
है्,3
यूट्यूब,1
पहुंचाए,1
हजार..,1
लाएंगे,9
चेंजर,1
सभा,1
प्रसंग,1
खींचा,5
पहुंचेगे,2
एम,17
कोर्स,2
हाहाहाहा..,1
वीडियो..,1
पायेगा,3
फैलायेंगे,1
पिसे,1
से..,3
सुनेंगे,6
टैटू,2
अफवाह,1
सच्चाई,2
पेपर,1
वक्त,1
घटाईं,1
खरीदेगी,3
शूटिंग..,1
गुजारा,1
भी..,1
उतरना,1
शौचालय..,1
बच्चा,3
बैठा,3
जाऊं,3
सिंह..,2
भविष्य,2
मिसाल,2
खत्म,4
जताएगी,1
शालीन,1
करोगे,4
सैलरी,4
जलाना,2
कीजियेगा,1
पूछिए,1
रेप..,1
कहें,7
सीरीज,1
वजहें..,5
सिखाया,6
दी..,2
तनातनी,2
किलो,1
कुमार,4
चावाला,1
चुनौती,1
जे.जे,2
सकेंगें,1
मुस्लिम,1
बरसीं,1
घोटाला,1
बेचा,1
गिनाई,2
संवारेंगे,1
उतारेंगे,1
नौकरी,2
मार्क्स,1
काटकर,1
साइकिल,1
रहीम,3
सुनता,1
जाएँगे,1
खेलती,1
आदमी,1
मिलाएगा,2
प्ररेणा..,1
बीता,3
फायरिंग,1
घुसे,4
पास,8
खरीदीं,1
मस्जिद,3
मुंडावाया,1
हराएंगे,2
वोटिंग,1
हाल,7
उल्टा,2
मेल,2
इट,1
प्रकोप,1
आगे,1
लियोन,1
आतीं,1
सतही,1
चलाएंगी,1
पाती,4
चाहिए..,3
बिताएंगे,3
लौटीं,3
दूंगी,4
स्वामी,1
खिलाया,1
भगवन,1
रखिए,6
महामाये,1
अम्बिक,1
बिठाएं,2
कहा..,1
जैसे,3
छीनी,1
उठाएगा,4
झोंकेंगे,1
नुकसान,2
व्यापारी,1
बीमारी,3
।,1
पशु,2
समर्थन,1
जिम्मेदारी,1
यूनिट,1
जीतते,1
खौफनाक,1
वक्त..,1
निपटेंगे,1
भंसाली,1
दफनाया,1
दफनाओ,1
फहराएंगे,3
लेती,2
देख,1
मनायेंगे,2
कहलाएगी,1
मची,3
उठाएं,3
तारीख,1
डी.एम,3
आहट,1
द,22
समाप्त,1
झटके,4
लपका,3
विलास,1
पैवेलियन,1
कहिए,1
खोलो,1
पूछते,1
बुलाउंगा,1
आइये,1
रोका,8
मस्तान,1
आरएसएस,2
दिखाऊंगा,1
भई,1
जलाऊंगा,1
बोलीं,1
संभलेगी,2
निभाएगा,3
चोला,2
गेम..,1
लीक,2
बाबा,2
खाइए,1
जवाब..,1
....,4
सपना,1
वैलेंटाइन,1
पक्ष,1
मान्यता,1
रूपये,1
सुविधाएं,2
जांच,1
एस.एन,3
सफाई,1
दर्शाए,1
लेंगी,11
बाद,13
समझाए,1
मालवीय,1
सजाया,2
बुझे,1
सकेगे,2
अंश,3
हमारा,2
सोनू..,1
ऐसा,1
खत,3
बिताएं,3
सेत,1
रहो...,1
कृपा..,1
आराधना..,1
छूटतीं,1
छूट,1
क्लीनर,1
तंबाकू,1
सके..,1
पाये,1
लपके,1
समझेंगे,3
पूछे..,1
खुशी,1
करवाएगी,3
भागे,7
भेदा,1
टिप्स,1
बैठें,2
लीजिये,2
टकराया,3
मारेगी,1
घटेगा,1
म.प्र,1
रहूंगा,5
प्रभु,2
बजाईं,1
गिरे,6
खबर,1
बच्चन,2
टिकट,3
लांघे,1
जताएंगे,1
अलापा,2
बेटा,4
खोजिए,1
चुनेंगे,2
सुखाएं,1
रचा,4
बांटा,2
बकरीद,1
खिंचवाई,2
जीतेगी,1
गईं..,1
भुनाया,2
भुनाएगी,5
निकालीं,1
बख्शा,1
पाटीदार,1
जुर्माना,2
बताईं,1
मुताबिक..,1
सजाई,1
एकसाथ,1
रंधावा,1
सजाएंगे,1
कलाकार,2
धमकी,2
रुकावट,1
सुनेगा,2
अंग्रेज,1
खाती,1
संदेश,4
उभरेंगे,2
ठहरी,2
निभाओ,1
सीखा,2
राह,1
बोलती,1
गोलीबारी,1
कराऊं,1
देखूं,1
देखती,1
सरकार,7
खरीदे,1
लीजिएगा,2
भेजो..,1
भूलते,3
कराना,1
बचेंगी,1
दिखाएगा,1
देंगा,1
निपटूंगा,1
करण,2
सुझाया,3
तहकीकात,1
रिपोर्ट,1
टेकेंगे,2
लिखी,8
बैकआउट,1
देखीं,1
रचाएंगी,1
कम्पैरिजन्स,1
क्वालिटी,2
कविता,1
खिलाएगी,1
निभाएंगी,6
उठाऊंगा,2
खींची,3
छीनना,1
उतारना,1
काली,1
कीजिएगा,2
भिगोएगी,1
लिखूं,1
पाऊंगा,5
स्टंट,2
हानिकारक..,1
फीसदी,4
वाहन,1
महिंद्रा,1
लाएगा,3
घेरेंगे,2
फायदा.,1
पैसा,4
जाकर,1
सावरकर,1
बताऊं,1
था..,7
निभाएं,2
गाया,9
देशभक्त,2
राम,2
कि,1
मुबारक,3
कहर..,1
होंगे..,1
अप्लाई..,2
नोटिफिकेशन,1
पे,1
हुआ..,8
उपाय..,2
फल,1
तफ्तीश,1
बैरल,1
लीटर,5
टैक्स,1
चुकाएंगे,1
बिठाई,1
मचाई,5
चाहिए.,1
संस्था,1
थमाई,1
चुकाते,1
दोहराएगी,1
दोहराएंगे,1
प्रावधान,3
अनु,1
हें,1
अवतार..,1
बरसे,4
फूंकेंगे,3
हैं.,3
सीखे.,1
होगी..,2
नमन,1
सीखीं,1
उतरेगा,1
रामरहीम,1
छापा,1
वगैरह,1
एस.के,2
लोकसभा,1
पार्टी,2
शेट्टी,1
उठायें,1
जानती,5
इफेक्ट,1
उठेंगे,1
रिप्लेसमेंट,1
नाना,1
पर..,1
साथी..,1
साथी,1
प्रा,3
लि,4
लेकर,1
कीमत..,1
एलाउड,1
युवक,1
छोटी,1
बेघर,1
आर.एन,1
के..,1
खायें,2
एपिसोड..,1
लिखें,3
हटाएं,1
जुटेंगे,4
भेजो,2
बुझाई,1
रेयान,1
टोकन,1
चोर,1
डालती,1
रहिएगा,1
विरोध,1
बजाई,4
उभरेगा,1
खोलेंगे,1
फैलाई,1
कमाये,1
चाहेगी,4
कटरीना,1
बताएगी,2
पूछेंगे,2
नया..,1
नजर..,1
खींचे,1
फूकेंगे,1
चाहा,2
भेजीं,2
हीरोइन..,1
डांसर,1
मचाएगी,1
एस.आई,3
खिलाएं,2
ललचाए,1
लिंबाचिया,1
अनुसार,1
मांगें,8
लेता,5
महंगी,1
अपराध,1
बांग्लादेश,1
नुक्सान,2
आयी,1
सफलता,1
बनूं,4
रुकेंगे,3
सबकुछ,1
खैर...,1
बैठो,1
आअोगे,1
समझते..,1
हमेशा,1
फोटो,3
लेटर,1
फंसाया,2
विराट,1
संघाई,1
बरसाए,3
लिखता,2
लिए.,1
मैं,2
फाइट..,1
दिये,3
लाओ,1
करवाइए,1
जाउंगी,1
निकालेगा,3
टेंशन,1
भरे,2
फ्लेक्स..,1
झिझकते,1
एम.के.टी,1
पोते.,1
सदस्य,1
एम.के,1
वार्ता,1
निर्धारित,2
प्रस्तावित,9
व्यवस्था,12
उसने,1
चमक,1
डी,8
आजसू,1
खूंटी,1
थ,2
हटाई,1
सुरक्षाकर्मी,2
बिका,1
खटखटाएगी,1
वाकया,1
पहनी,2
जानेंगे,1
उकसाएं,1
बंधेंगे,1
सूरमा,1
पहुंचाएगा,1
दुल्हनिया,1
हूं.,1
