ending,frequency
पहुंचाया,7
सिंह,1
बुलवाया,1
बोझ,1
झंझट,1
जरिये,1
पाई,11
तौला,1
मनाया,3
लाडले,1
लगते,2
शर्मा,1
कही,18
मिलेंगे,10
जानते,4
मांगेंगी,1
करेगें,1
मांगूंगी,1
उतरेंगे,2
निकली,2
बताई,9
ठहरिए,2
जताई,10
गये,4
आएं,5
कार..,1
देते,3
गाए,1
खींचना,1
समझते,1
यहां,1
डिटेल्स,2
रहें,5
किरदार,1
समरसता,1
जी,1
पहुंची,16
लाए,2
मैसेज,2
हकीकत,1
आरोप,2
गए...,1
थी..,1
पेरम्बरा,1
के.बी,1
के.पी,4
ओ,1
जीती,3
एम,3
ए.एन,2
वी.के,2
का,13
साधा,6
मोदी,1
जेटली,1
मुखर्जी,2
याद,1
जाता,8
सम्मान,1
करूंगा,7
प्यार,1
निकाली,4
दीजिए,8
फरमान,2
बोला,6
बताएंगी,1
जाते,7
खटखटाया,2
उठी,3
सकेगी,3
सवाल,1
बचाओ,1
ऐलान,1
लौटी,1
लिखी,2
सी.एल.यू,2
सबूत,1
वोट,1
नुकसान,1
कराईं,1
लेगा,7
सेना,1
ख्याल,1
बचें,6
रखें,6
भूलें,1
निपटाएंगे,1
फीसदी,3
परिवारवाद,1
खरीदे,1
कमाया,1
रुका,1
रुपये,3
कार्रवाई,1
लिंक,1
बोलते,1
तैयारी,2
पाऊंगी,1
लूंगी,1
निपटगी,1
वेल,1
बनेंगे,4
दास्तान,2
अपनाई,1
कमाए,1
आर,3
उतरती,1
उठाएगा,2
बख्शेगी,2
पहंची,1
अगवा,1
खतरा,2
बात,1
चालें,1
नामोनिशान,1
लगता,2
एस.पी,2
अलग,1
एच,1
डा,3
पहनाएंगे,1
और,3
बहू..,1
गया..,1
स्टाइल,1
जलें,1
.....,1
बनाएंगी,1
निजात..,1
..,3
बरसे,1
बुलाई,1
एम.एन,1
सरगना,1
बगदादी,1
चलाया,1
नाम,1
दूंगी,2
ले,5
बहाया,4
लाया,4
करवाई,1
टूटेंगे,1
एक्सपीरियंसहै,1
साथ,6
बोहरा,1
पहुंचीं,1
बढूंगी,1
घूमे,1
खंगाला,1
कैसे,1
सुधरेंगे,1
उठाएंगे,3
फांसी,3
पहुचेंगे,1
संभालेगी,1
वार्ता,1
जानकारी,1
तबाही,2
दिखाते,1
कहानी,5
शोम,1
खान,3
मौका,1
अप्लाई,1
देंगी,5
कहिए,1
शिकंजा,1
लगाई,8
सिखाएगा,1
संभालेंगे,3
अब्राहम,1
आएंगें,1
धमाल,2
कैंसिल,2
हिचकिचाएंगी,1
भारतीयों,1
समझें,2
जताएं,1
खींची,1
होते,2
उठाई,2
कराए,2
देती,1
एन.के,2
रैली,1
केरल,1
जेट्स,2
चाहिए.,1
ने,2
तरह,1
रखना,1
पाओगे,1
रुकेंगे,1
बताए,2
पिलाऊंगी,1
सकूं,1
अत्याचार,1
मंडराएगा,2
रखती,1
होतीं,1
खाएंगे,1
पिएंगे,1
ओढेंगे,1
पहनेंगे,1
दागे,1
सुनी,5
मिलाकर,1
मारूंगा,1
सिस्टम,1
बैठा,1
जताया,2
जायेगी,2
बनाएगी,6
दिखाई,3
फेंकेंगे,1
बांटे,1
लाएगा,1
मायने..,1
क्यों,3
सुहागा,1
तो..,1
मुझे,1
करेगी...,1
होना,3
रखेंगे,2
भेजीं,2
मिलूंगा,3
खेलें,1
मारते,1
कराएंगे,4
कमाल,1
मानते,1
कीजिए,7
बार,1
खोया,1
आती,2
बताऊं,1
जानता,2
रोकते,1
भरी,5
कैमरा,1
वजह,3
बना,1
गुजरी,1
कराएगा,1
जानें..,1
काम,1
उठें,1
लगेगी,2
पाते,4
हत्या,1
ए.के,2
त्यागी,1
खरीदेगा,2
वी.एस,1
कीजिये,1
निभाई,1
भेजेगी,2
खबरें....,2
प्रवचन,1
बनेगी,1
कराएगी,4
चाहेंगे,5
पाएंगी,1
अाया,1
कराएं,1
फायदे,1
जायेगा,3
श्मशान.,1
खुला,4
बदली,1
समझाए,1
खाते,1
करुंगी,1
करवाए,2
जााएगा,1
टिकेंगी,1
मरूंगी,1
चले,1
बताएगा,1
मुस्लिम,1
बस,1
बसें,2
चलते,1
होम,1
था.,1
बराबर,1
उतारेंगे,1
टी,1
कपूर,1
स्माइली,2
विधाएं,1
बीच,1
टिकी,1
बनें,1
मानें,2
शायरी,1
लव,1
सच,3
घई,1
साल,1
सूरी,1
लौटाएंगे,2
बताएं,1
उतारा,1
खुले,1
परेरा,1
कुमार,1
बुलाएगी,1
मिलाया,1
रुके,1
ठहरे,1
स्टोरेज,1
नरम,1
देता,1
क्यों.,1
बिंदू,1
पाएगी,2
सच्चाई..,2
गिनाए,1
पहुंचाएंगे,2
जुटे,2
गिराया,6
आर.एन,1
कैंसर..,1
राइटर,1
सोची,1
जानेंगे,1
दिखाए,2
होगा..,1
उठाएगी,2
उठेगा,1
विदाई,1
गलत,1
वाला,2
पूछे,2
किये,1
वजह..,1
करवाईं,1
रखता,1
मौका..,1
दिखेगा,4
रोई,1
सुना,2
सुझाव,1
लगेंगे,3
सुनीं,1
सुनाएगा,2
भी..,1
देखेंगे,5
लेगी,3
था..,1
दुख,1
खुलासा,1
बौखलाहट,1
आईला,1
आरोपी,1
दावेदारी,1
सुनेंगे,1
ज्यादा,1
रखेगा,2
खुलेगा,1
लेकिन..,1
बचाते,1
सुनाए,1
पातीं,2
करवातीं,1
मारी,2
के.वी,2
सौंपा,3
निर्देशित,1
मानेंगे,2
चुनें,2
कहें,1
होता..,2
जगह,1
बढाएं,1
रहिए,1
शूटिंग,1
मांगेगी,1
लगाएगी,1
खींचेगा,1
जान,1
अफवाह,1
गर्इ,1
दिलाया,1
करना,3
स्वीकारेगा,1
दिख,1
खाना,1
पाउंगा,1
पाएं,2
सुधरेगी,1
खेलूं,1
खबरें,1
खास,1
यार,1
जन्म,1
बनता,1
पतला,1
जीते,1
बनाना,1
बुलाएंगे,2
बहार,1
गाएं,1
सुकून,1
बाहर,1
हुईं,7
रहीम,1
वैन,1
कैमरे,1
वस्तुएं,1
फोन,1
ड्राइव,1
शामिल,1
दो,1
फायदा,1
सुलझाया,1
रहे...,2
गरजेंगी,1
दिमाग,1
शादी,1
राजपूत,1
किए..,1
बनी,2
हेयर,1
जल्लाद,2
कब,1
मलिक,1
ए,4
मत,1
मनवाया,1
बंटोरी,1
आयी,1
विकास,1
फेकें,1
तक,3
शुरू,1
यू.यू,1
दिखे,4
स्व,1
एच.डी,1
ठहराया,2
उतारेगी,1
लगाएं,8
दिये,1
चलाईं,1
एक,2
मिलाते,1
शब्द,1
दिखाओ,1
उकसाया,1
देखता,1
परोसे,1
वयस्क,1
हैंं,1
बजट,1
समझा,1
उम्मीद,1
संबोधन,1
उस्ताद,1
दिन,1
जानती,1
एंट्री,1
लाएंगे,3
आजमाएंगे,1
बधाई,1
कहूं,1
लूंगा,3
सौंपेगी,1
थें,2
नोचते,2
पाय,1
चीखती,1
दोस्त,1
ट्वीट,1
दिलाएंगे,2
दरार,1
बनीं,2
छटेगा,1
पालें,1
जे,1
डराती,1
रहती,1
पाता,1
सुलझता,1
की..,1
पहचानता,1
देखो,1
बनाएगा,1
धरम,1
उतारी,1
मुकाबले,2
जमाए,1
चाहिेए,1
परेशानी..,1
दिखुंगी,1
होंगे..,1
आदि,1
बताइए,1
मांगिए,1
आऐ,1
खाऐंगे,1
महामंच,1
हेडली,1
सबब,1
तौलेगा,1
बदलता,1
कहते,3
महीने,1
मजबूरी,1
उगली,1
पहुंचेंगी,1
बनेंगी,1
बदलाव,1
उभरी,1
सुनाई,5
पास,1
वर्णन,1
चलाएगी,1
पिलाई,1
लोचा,1
अहमद,1
सुतारिया,1
चटकाया,1
बेवकूफ,1
चैनल,2
लगाएंगे,2
डालें,1
तभी,1
मानी,1
आपको..,1
निकालें,2
पहुंचाएगी,2
देखें,2
सहारा,1
सफर,1
मिलीं,2
डरे,1
चाहूंगीं,1
शेड्यूल,1
एन.एन,1
रनोट,1
वन,1
से..,1
जीतेंगी,1
कहूंगा,1
मिठास,1
चखा,1
नैया,1
वोटिंग,1
मतदान,3
जीतीं,4
तोहफा...,1
तस्वीरें....,1
सांसद,1
बंधेंगी,1
रचाएंगी,1
सौंपेंगे,1
पेंशन,1
महिमा..,1
डमरूधर,1
त्रयंबकेश्वर,1
शक्ति,1
निकलें,1
जताएगा,1
दोहराया,1
देखेगी,1
खेलेगी,1
लिखेंगे,1
कमान,1
लपेटें,1
कार्य,1
कर्मी,1
बदले,2
कारण,1
हाहाहाहा..,1
लूं,1
शुक्रिया,2
दिखाती,1
रहूंगी,1
खुशखबरी,1
रिपोर्ट,2
रोटियां,1
पहुंचाए,1
डाडा,2
हीरू,1
कौशिक,1
जनप्रतिनि..,1
चलेंगे,1
चूक,1
बरसाईं,1
पटेल,1
सुनें,2
मैगी,1
मिलती,1
समझी,1
खुश,1
लाओगे,1
बचाई,1
बुझाया,1
खाती,1
एक्टिंग,1
देओल,1
रिसेप्शन,1
लीग,1
गयीं,1
सोचा,1
वहां,1
दोगुना,1
दिलाएगा,1
बनेगा,2
कांग्रेसी,1
लागू,1
गिरीं,1
बचाया,1
गुजारी,1
लीं,1
लगवाएंगे,1
मिलें,1
अलर्ट,1
अपनाए,1
बाद,1
गिनाया,2
जाऊंगा,1
संधू,2
मंगलवार,1
प्वाइंट,1
बेटी,1
यूं,1
आर.के,1
किस्से,1
माने,1
संभाला,1
खाई,2
हटाया,1
हमला,1
लक्ष्य,1
बताईं,1
पाईं,3
लेते,1
मो,1
है्,1
में..,1
दिखता,1
देंखे,1
घूमें,1
मिलेंगी,1
आशंका,1
कसा,1
ओह..,1
परिवार,1
अंजाम,2
अपडेशन,1
निकालेंगे,1
भेजना,1
देश,2
चीफ,1
आईएसआई,1
इराक,1
सीरिया,1
