ending,frequency
दास्तां,2
हों,13
लिखा,3
करवाया,2
गौरा,1
ही,1
बदला,2
रोको,1
बांटा,1
दम,1
पीटा,2
क्वीन..,1
लगें,1
हारी,2
करतीं,4
लेंगी,1
दिखाया,3
बताती,1
एस.एस,1
चली,4
बची,1
खासियतें.,2
किमी,11
गुजरेगी,1
स्टेशन,1
लें..,1
सरकार,2
पर,4
मोर्चा,1
प्रो,3
भूलेंगे,1
निकाला,6
लपके,1
गिरेंगे,1
मुकरेंगे,1
पी,3
एल,1
कप,2
सांत्वना,1
माना,2
जी.एल,1
डी.जी,1
छीने,1
मिलवाया,1
बैठे,2
थमाया,1
निभाया,1
सिमटी,2
खेली,4
झटका,1
झटके,5
चूके,1
ठोके,1
यादव,1
एंडरसन,1
मारें,1
पूजा..,1
घोटाला,1
सौंपी,1
फिल्म,2
मुस्कुराया,1
लगाम,1
नाेट,1
रुपया,1
पुलिस,1
एव्रीवन,1
ठहराएं,1
आभार,1
दिलाई,3
टकराई,1
रन,1
पहुंचाया,3
बुलवाया,1
बोझ,1
झंझट,1
जरिये,1
तौला,1
मनाया,1
लाडले,1
लगते,1
शर्मा,1
मिलेंगे,3
जानते,2
मांगेंगी,1
करेगें,1
मांगूंगी,1
उतरेंगे,1
निकली,1
ठहरिए,1
गये,3
कार..,1
देते,1
गाए,1
खींचना,1
समझते,1
यहां,1
डिटेल्स,2
किरदार,1
समरसता,1
मैसेज,2
हकीकत,1
आरोप,1
गए...,1
थी..,1
पेरम्बरा,1
के.बी,1
के.पी,1
ओ,1
जीती,1
एम,3
ए.एन,2
वी.के,2
मोदी,1
जेटली,1
मुखर्जी,2
जाता,3
सम्मान,1
करूंगा,4
प्यार,1
निकाली,3
दीजिए,2
फरमान,2
बताएंगी,1
खटखटाया,1
उठी,2
सवाल,1
बचाओ,1
ऐलान,1
लौटी,1
लिखी,2
सी.एल.यू,2
सबूत,1
वोट,1
नुकसान,1
कराईं,1
लेगा,5
सेना,1
ख्याल,1
बचें,2
भूलें,1
निपटाएंगे,1
फीसदी,2
परिवारवाद,1
खरीदे,1
कमाया,1
रुपये,2
कार्रवाई,1
लिंक,1
बोलते,1
तैयारी,1
पाऊंगी,1
लूंगी,1
निपटगी,1
वेल,1
बनेंगे,2
दास्तान,2
अपनाई,1
उतरती,1
बख्शेगी,1
पहंची,1
अगवा,1
खतरा,2
बात,1
चालें,1
नामोनिशान,1
एस.पी,2
अलग,1
एच,1
पहनाएंगे,1
और,3
बहू..,1
गया..,1
स्टाइल,1
जलें,1
.....,1
बनाएंगी,1
निजात..,1
बुलाई,1
एम.एन,1
सरगना,1
बगदादी,1
चलाया,1
नाम,1
दूंगी,2
ले,3
बहाया,1
लाया,1
करवाई,1
टूटेंगे,1
एक्सपीरियंसहै,1
बोहरा,1
पहुंचीं,1
बढूंगी,1
घूमे,1
खंगाला,1
सुधरेंगे,1
उठाएंगे,2
फांसी,2
पहुचेंगे,1
संभालेगी,1
वार्ता,1
जानकारी,1
तबाही,2
दिखाते,1
शोम,1
खान,2
मौका,1
अप्लाई,1
कहिए,1
शिकंजा,1
सिखाएगा,1
संभालेंगे,2
अब्राहम,1
आएंगें,1
धमाल,2
कैंसिल,2
हिचकिचाएंगी,1
भारतीयों,1
समझें,2
जताएं,1
खींची,1
उठाई,2
कराए,1
देती,1
एन.के,2
रैली,1
केरल,1
जेट्स,2
चाहिए.,1
तरह,1
रखना,1
पाओगे,1
रुकेंगे,1
बताए,2
पिलाऊंगी,1
सकूं,1
अत्याचार,1
मंडराएगा,2
रखती,1
होतीं,1
खाएंगे,1
पिएंगे,1
ओढेंगे,1
पहनेंगे,1
दागे,1
मिलाकर,1
मारूंगा,1
सिस्टम,1
बैठा,1
जायेगी,1
फेंकेंगे,1
बांटे,1
लाएगा,1
मायने..,1
क्यों,3
सुहागा,1
मुझे,1
करेगी...,1
रखेंगे,1
भेजीं,2
मिलूंगा,3
खेलें,1
मारते,1
कमाल,1
मानते,1
बार,1
खोया,1
आती,2
बताऊं,1
जानता,1
रोकते,1
भरी,5
कैमरा,1
वजह,2
गुजरी,1
कराएगा,1
जानें..,1
काम,1
उठें,1
पाते,1
हत्या,1
ए.के,1
त्यागी,1
खरीदेगा,1
वी.एस,1
कीजिये,1
निभाई,1
भेजेगी,1
खबरें....,2
प्रवचन,1
बनेगी,1
चाहेंगे,3
पाएंगी,1
अाया,1
कराएं,1
फायदे,1
जायेगा,1
श्मशान.,1
खुला,1
बदली,1
समझाए,1
खाते,1
करुंगी,1
करवाए,1
जााएगा,1
टिकेंगी,1
मरूंगी,1
चले,1
बताएगा,1
बसें,2
चलते,1
होम,1
था.,1
बराबर,1
उतारेंगे,1
टी,1
स्माइली,2
विधाएं,1
बीच,1
टिकी,1
बनें,1
मानें,1
शायरी,1
लव,1
सच,2
घई,1
साल,1
सूरी,1
लौटाएंगे,1
बताएं,1
उतारा,1
खुले,1
परेरा,1
कुमार,1
बुलाएगी,1
मिलाया,1
ठहरे,1
स्टोरेज,1
नरम,1
क्यों.,1
बिंदू,1
पाएगी,1
सच्चाई..,2
गिनाए,1
जुटे,2
गिराया,2
आर.एन,1
कैंसर..,1
राइटर,1
सोची,1
जानेंगे,1
होगा..,1
उठेगा,1
विदाई,1
गलत,1
किये,1
वजह..,1
करवाईं,1
रखता,1
मौका..,1
दिखेगा,2
रोई,1
सुझाव,1
