ending,frequency
बुलवाया,1
तक,1
घर,2
रूबी,1
पंगा,2
रिव्यू,1
रखेंगी,1
पहुंचाइए,1
मारीं,1
जवाब,1
जी.ए,1
चेहरा,1
निकलें,1
हटाएंगी,1
पाकिस्तान..,1
हेलो,1
मिलने,1
चलो,1
रोई,1
पहनाएगा,1
पहनिए,1
विश्वास,1
भेजेगी,1
खरीदेगा,1
रिश्तेदार,1
होना,2
डोभाल,1
संभालेगा,2
सुने,1
नारे,1
घोषित,1
नोबेल..,1
सीन,1
कर्मचारी,1
रुकती,2
लायें,1
जायेगी,1
बनवाया,1
रूकेंगे,1
चुनाव,1
बठेगा..,1
फायदा,2
भला,1
रिझाएंगे,1
बैठेगी,1
बनें,2
युक्त,1
दुरूह,1
परोसती,1
डालीं,2
पी.आर,1
मानेगा,1
उभरे,1
बांधी,2
हर,1
सूची,1
प्रज्ञा,1
खिलाफ,1
चांस..,1
जाएंगे..,1
मायूसी,1
फजल,1
आरोप,1
गवाह,1
लहराएं,1
मानो,2
कहूं,1
बिजली,1
रखो,2
रचाएंगे,2
बनाता,1
झेली,2
डायरी,1
बची,1
जाइए.,1
कहलायेंगे,1
जाइये,1
जतायी,1
कहता,1
अब,1
मिलें,1
लेगें,1
सम्भाली,1
हटवाएं,1
हटाइए,1
कारण..,1
खेलेगा,1
खेलेंगी,1
पाओ,1
लाठीचार्ज,1
आत्महत्या,1
झुकेगी,1
निकाले,1
मजा,1
मा,1
बदलवाएंगे,1
खिंचवाएंगी,1
जएगा,1
एंट्री,1
तृशनीत..,1
टकराएंगी,1
चुराएंगी,1
जरूर,1
धोए,2
धोई,1
गुजारे,1
रुका,1
लौटा,1
मदद,1
हिरानी,1
टलेगी,1
मुकदमा,1
बी.ए,2
बीएड,1
खिंचवाउं,1
घूमे,1
जीती,1
माएगा,2
फिल्म..,1
कराइए,1
गुस्सा,2
हैट्रिक,1
सुनाईं,1
पंजाबी,1
भूलता,1
घसीटेंगे,1
ठहरा,1
इलाज..,1
फैसला,1
तस्वीर,1
यहां,1
जीतेगा,1
झंडा,1
मायने,1
जाओगे,2
बैठूंगा,1
कहां,1
पहुंचायेंगे,1
यात्रा,1
आयीं,1
जिंदाबाद,1
सोचेंगे,2
पश्चिम,1
अंकल,1
बंधेंगी,1
शतरंज,1
धमकाना,1
खुशखबरी,1
तक..,1
मुफ्त,1
सीरियल,1
दबाया,1
ऊपर,1
फुसफुसाया,1
बताएंगे..,1
करुंगा,1
शेख,1
ए.बी.ए,1
चौधरी,1
हारे,1
लगाऊं,1
निकलते,1
प्लानिंग,1
परफेक्ट,1
मोटापा,1
