ending,frequency
दो,2
हमको,1
बनेंगे,1
देंगी,3
बताएंगे,4
क्यों,2
करेगा,7
भाई,1
.,8
हैं..,4
सकीं,1
बनीं,1
करेंगी,8
कराएंगे,2
महिमामंडन,1
जगह,1
जानता,2
दिखेंगी,2
पाकिस्तान,1
साधा,5
खुलासा..,1
लीजिए..,1
लीजिए.,1
कांग्रेस,2
घेरा,1
कसा,2
क्या,2
करूं,1
बनेगी,1
ना,2
हुआ..,3
हाल,3
खबर..,3
टी,1
एस,3
वी,2
आर,2
चलेगा,2
पहुंचा,2
सकेगा,5
नेता,1
खन्ना..,1
प्रार्थना,1
सर,2
आओगे,1
मिलीं,2
आया,14
रहीं,4
लोकेशन,1
लगाए,2
लाए,2
देखा,9
निकलेगा,1
सका,5
कराएगी,2
करेगी,13
दीं,4
मानी,2
बनाए,2
दिखे,3
बनी,1
बातें,3
ये,1
निकलीं,2
निकला,1
जैनी,1
सुनाई,4
मास्टरमाइंड,1
मुनीर,1
मारीं,1
प्रापर्टी,1
बची,1
मांगी,4
वजह,1
बना,2
काटूंगा,1
जाऊंगा,1
घूमे,1
कहलाया,1
रहती,1
चाह,1
को,4
निवारण,1
आरती,1
सकूं,1
आएंगी,12
पी.डब्ल्यू,1
हुईं,4
रखेंगे,1
जेंटलमैन,1
डाली,2
हों,4
बुलाया,3
का,3
जानबूझकर,1
कहता,1
आता,3
करनेवाला,1
शादी,1
कपूर,2
चुना,2
होती,6
पाईं,1
कहेंगे,3
समझा,1
ढके,1
लहर,1
रखें,4
भर,1
खेलें,1
अंश,2
लेगा,2
लीजिए,5
न,3
उपहास,1
उठाएगी,3
बताई,2
तैयारी,1
रहेगी,7
गईं,6
होना,3
कथा,1
दूर,2
जाना,3
बदलना,1
सेन,1
जायेंगे,1
आपकी..,1
पाता,2
जाएगी..,1
जताया,6
बनाई,4
बोलेंगे,1
कि..,1
कैंची,1
...सेंसर..,1
सेंसर..,1
बोली,1
करनी,1
ने..,1
आएगा,6
करिए,1
उठाएं,1
सकते,4
पिया,2
मारेगा,1
स्टेशन..,1
करेगा..,1
एक्सप्रेस,1
कीजो,1
चाहते,2
करूंगी,3
वीडियो,2
सुनायेगी,1
रहें,3
करना,5
डरें,1
सुनें,1
सिल्क,1
जे.जे,1
पी.के,1
चलाएगी,1
बचे,2
पाया,3
सुनाएगी,3
कविताएं..,1
कविताएं...,1
उभरीं,1
पहुंचाना,2
रात,2
अवदात,1
बी.ए,1
एम.ए,1
रहेगा,14
चला,5
दूरियां,1
चाहेंगे,1
आएं,1
करे,8
पाएंगे,11
दूंगा,1
देखें,2
पहुंची,4
चाहता,2
बरसे,1
बोला,4
जताई,6
दिन,1
लेंगे,5
दिखाए,1
डा,1
उठता,1
शूटिंग,1
बचा,1
रिंग,1
निकालेंगे,1
आमिर,1
हटाएं,1
आर.के,1
बस,2
सिंह,1
कहानी,1
दिखाई,1
हैरान,1
साथी,1
बनूंगा,1
दीवाना..,1
लगेगा,4
लगेंगे,1
पाएगा,2
सराहें,1
तो..,2
रुकीं,2
नहीं.,1
गए..,1
जगाया,1
मुंडे,1
हैं...,2
आतीं,1
वो..,1
खरीदें,2
संस्था,1
इग्नोर,1
चलीं,1
याद,1
खेलूंगा,1
रखें...,1
प्लांट,1
जलाएं,1
रखी,3
रखीं,1
करो,2
बैठता,1
देता,3
डरते,1
डर,1
थमा,1
डाले,4
कैसे,1
जाते,1
सुना,2
लगीं,5
नवाजा,1
गाई,1
कराई,6
रहना,1
लौटीं,1
गाया,1
रुका,1
फटकारा,1
सौंपे,1
करवाएंगे,1
कहलाएगा,1
भाईचारा,1
पहुंचाए,1
बटोरीं,1
होगें,1
कीं,2
अंत,1
किनारे,1
तोहफा,1
कवर,1
देने,1
भेजेगा,2
सकेगी,1
राजनीति,1
बोर्ड,1
मिलता,2
सुहाया,1
पहलू,1
पाए,4
प्यारे..,1
टब,1
सर्विसेज,1
भरेंगे,1
सी,1
पुलिस..,1
शिकार,1
खींचा,1
नारे,1
मचा,2
चाहूंगा,1
घटी,2
एग्रेसिव,1
सटीक,1
होते,1
दिखाईं,1
जी,1
कमाए,2
उठाएगा,2
मारा,1
पाएगी..,1
सौंपा,2
अपनाया,1
स्ट्रेट,1
अच्छा,1
साथ,2
रुपए,1
किडनैपिंग,1
लिखवाई,1
उठा,1
बदलेगा,1
बचीं,1
दान,2
वायरल,2
खास..,2
लगेगी,1
चाहेगा,2
करती,2
बैन,1
टकराएंटी,1
बनाइये,1
घटिया,1
पगला.,1
पगला..,1
दिखेंगे,3
किसान,1
ठहरा,1
पूछे,1
मुस्लिम,1
सोचता,1
वाला,2
समर्थन,2
जीतेगा,1
चाहती,1
मामला,1
बीजेपी,1
पहुंचाएंगे,1
मांगेगी,1
भारत,1
हुई..,1
खोला,2
काश,1
पटेल,1
फेंकू...फेंकू..,1
उठे,1
हटेंगे,2
बरसीं,1
सकतीं,3
बनाओ,1
जातीं,1
लगती,1
शरीफ,1
ढूंढा,1
जीता,2
गयी,1
दिखीं,1
रखेगी,1
जताएंगे,1
गिरी,1
उठाए,1
पूछा,3
दिक्कतें,2
बनाएं,2
डलवाएं,1
रोका,2
रुकी,2
जिला,2
परेशान,1
खुर्द,1
वजह.,1
मुआवजा,1
प्रावधान,1
हूं..,1
हराया,2
आऊंगी,1
जरुर,1
घुसे,1
भागे,1
भगाया,1
पोस्टर,1
आलिया,1
तैयार,1
निभाएंगी,1
रची,1
माया,1
ढही,1
कारोबारी,1
जाये,1
लिखे,1
बोलें,1
बोले,1
नं,1
घुमाया,2
चलेगी,1
कहने,1
दे,1
जीत,1
थकेंगे,1
पहुचें,1
बजे,3
भेजेंगे,1
धवन,1
बचें..,1
सोएं,1
पिएं,1
खाएं,1
गूंजी,1
दिखी,1
नहीं..,1
सरोकार,1
पर्सेंट,1
लम्बी,1
जाऊं,1
मिस्टेक्स,1
नम्बर,1
गुजरे,1
कटती,1
पाती,1
पूछती,1
लिखती,1
पता,1
देना,1
लो,1
तो,1
जाओ,1
बाली,1
सोनाली,1
छपेगा,1
कौन,1
पोल,2
बी,1
मनाएंगे,1
पूछो,1
चाहेगी,1
ध्यान..,1
बिछाएं,1
मांगे,1
बहाएं,1
सामने,1
कहीं,1
फहराएंगे,2
लौटा,1
शो,1
चटकाए,1
खबरें..,1
जाइए,1
दबोचा,1
खिलाएं,1
मचाया,2
लौटे,1
चाहिये,1
फंसे,1
दोहराई,1
गिरे,1
रखतीं,1
सौगात,1
फैसला,1
जांच,1
रिलीज,1
इंच,1
टीजर,1
